VendorNumber,VendorName,InvoiceDate,PONumber,PODate,PayDate,Quantity,Dollars,Freight,Approval
9206,PHILLIPS PRODUCTS CO.      ,1/22/2016,8316,1/3/2016,2/18/2016,1149,"$7,229",35.42,None
7153,PINE STATE TRADING CO      ,1/26/2016,8349,1/5/2016,3/3/2016,5868,"$39,989",203.95,None
90027,POVERTY LANE ORCHARDS      ,1/23/2016,8386,1/7/2016,2/21/2016,108,$743,3.86,None
7154,PREMIER DISTRIBUTORS       ,1/20/2016,8317,1/3/2016,3/2/2016,54,$848,4.66,None
7240,"PREMIUM PORT WINES, INC.   ",1/23/2016,8387,1/7/2016,2/24/2016,120,$873,4.36,None
7245,PROXIMO SPIRITS INC.       ,1/22/2016,8396,1/8/2016,3/4/2016,8025,"$84,022",420.11,None
7255,PSP WINES ,1/20/2016,8388,1/7/2016,3/1/2016,116,$770,4.23,None
7239,REMY COINTREAU USA INC     ,1/19/2016,8365,1/6/2016,3/5/2016,1033,"$21,833",117.9,None
8004,SAZERAC CO INC             ,1/24/2016,8366,1/6/2016,2/22/2016,19874,"$143,692",689.72,None
660,SAZERAC NORTH AMERICA INC. ,1/24/2016,8397,1/8/2016,3/2/2016,5883,"$47,750",233.98,None
17033,SEA BREEZE CELLARS LLC     ,1/18/2016,8350,1/5/2016,2/20/2016,59,$581,2.91,None
8150,SEA HAGG DISTILLERY LLC    ,1/24/2016,8351,1/5/2016,2/23/2016,16,$346,1.87,None
98450,Serralles Usa LLC          ,1/26/2016,8318,1/3/2016,2/19/2016,87,"$1,342",6.17,None
8320,SHAW ROSS INT L IMP LTD    ,1/20/2016,8367,1/6/2016,2/21/2016,1134,"$9,112",47.38,None
3089,SIDNEY FRANK IMPORTING CO  ,1/23/2016,8334,1/4/2016,3/4/2016,2828,"$18,929",87.07,None
28750,SMOKY QUARTZ DISTILLERY LLC,1/18/2016,8368,1/6/2016,2/22/2016,24,$517,2.84,None
2000,SOUTHERN WINE & SPIRITS NE ,1/21/2016,8319,1/3/2016,3/4/2016,5024,"$40,164",180.74,None
653,STATE WINE & SPIRITS   ,1/18/2016,8389,1/7/2016,2/18/2016,2403,"$23,612",106.25,None
8673,STE MICHELLE WINE ESTATES  ,1/22/2016,8320,1/3/2016,2/20/2016,2697,"$20,329",93.52,None
12331,STELLAR IMPORTING CO LLC   ,1/26/2016,8352,1/5/2016,3/2/2016,34,$271,1.22,None
8664,"STOLI GROUP,(USA) LLC      ",1/23/2016,8353,1/5/2016,3/2/2016,2322,"$30,981",154.9,None
8735,SURVILLE ENTERPRISES CORP  ,1/26/2016,8398,1/8/2016,3/4/2016,66,$519,2.59,None
90056,SWEET BABY VINEYARD        ,1/26/2016,8335,1/4/2016,2/25/2016,166,"$1,379",6.34,None
8920,TAKARA SAKE USA INC        ,1/23/2016,8369,1/6/2016,2/26/2016,221,"$1,156",6.36,None
28776,TALL SHIP DISTILLERY LLC   ,1/24/2016,8370,1/6/2016,3/6/2016,48,"$1,021",5.1,None
173357,TAMWORTH DISTILLING        ,1/25/2016,8390,1/7/2016,2/25/2016,36,$697,3.42,None
90017,THE IMPORTED GRAPE LLC     ,1/23/2016,8336,1/4/2016,2/28/2016,48,$295,1.47,None
90037,THE PIERPONT GROUP LLC     ,1/26/2016,8354,1/5/2016,2/28/2016,18,$167,0.78,None
9819,TREASURY WINE ESTATES      ,1/24/2016,8355,1/5/2016,2/21/2016,4363,"$36,291",163.31,None
8892,TRINCHERO FAMILY ESTATES   ,1/22/2016,8399,1/8/2016,3/5/2016,6403,"$39,187",195.94,None
9260,TY KU LLC                  ,1/24/2016,8391,1/7/2016,2/18/2016,11,$208,0.98,None
9165,ULTRA BEVERAGE COMPANY LLP ,1/19/2016,8371,1/6/2016,2/24/2016,18575,"$205,977",947.49,None
9751,VINEDREA WINES LLC         ,1/19/2016,8321,1/3/2016,2/24/2016,12,$273,1.34,None
90010,VINEXTRA INC               ,1/26/2016,8372,1/6/2016,2/29/2016,96,$958,5.08,None
1587,VINEYARD BRANDS INC        ,1/18/2016,8322,1/3/2016,2/27/2016,1806,"$12,904",61.94,None
90024,VINILANDIA USA             ,1/18/2016,8400,1/8/2016,2/19/2016,579,"$5,017",22.58,None
1601,VRANKEN AMERICA            ,1/24/2016,8356,1/5/2016,2/26/2016,39,$845,4.06,None
90057,WALPOLE MTN VIEW WINERY    ,1/25/2016,8373,1/6/2016,3/1/2016,12,$137,0.66,None
9622,WEIN BAUER INC             ,1/24/2016,8337,1/4/2016,2/23/2016,29,$399,2.08,None
9625,WESTERN SPIRITS BEVERAGE CO,1/22/2016,8338,1/4/2016,2/19/2016,265,"$3,891",20.62,None
3664,WILLIAM GRANT & SONS INC   ,1/19/2016,8374,1/6/2016,3/2/2016,1739,"$37,350",190.49,None
9815,WINE GROUP INC             ,1/19/2016,8401,1/8/2016,3/3/2016,12254,"$80,656",411.35,None
90058,ZORVINO VINEYARDS          ,1/26/2016,8357,1/5/2016,3/1/2016,94,$800,4.16,None
4466,AMERICAN VINTAGE BEVERAGE  ,1/27/2016,8469,1/14/2016,3/11/2016,72,$673,3.3,None
388,ATLANTIC IMPORTING COMPANY ,1/31/2016,8456,1/13/2016,2/28/2016,18,$380,1.98,None
480,BACARDI USA INC            ,1/29/2016,8433,1/12/2016,3/10/2016,16160,"$150,950",815.13,None
516,BANFI PRODUCTS CORP        ,2/1/2016,8402,1/10/2016,3/9/2016,4252,"$30,048",162.26,None
2396,BLACK PRINCE DISTILLERY INC,1/27/2016,8403,1/10/2016,2/28/2016,47,$409,2.25,None
1128,BROWN-FORMAN CORP          ,2/2/2016,8457,1/13/2016,2/29/2016,12899,"$142,493",755.21,None
1189,BULLY BOY DISTILLERS       ,1/28/2016,8434,1/12/2016,3/8/2016,30,$662,3.04,None
1273,CALEDONIA SPIRITS INC      ,2/1/2016,8435,1/12/2016,3/1/2016,95,"$3,012",15.36,None
11567,CAMPARI AMERICA            ,2/2/2016,8483,1/15/2016,2/25/2016,5632,"$35,547",159.96,None
90046,CANDIA VINEYARDS           ,1/27/2016,8458,1/13/2016,2/28/2016,12,$230,1.08,None
1485,CASTLE BRANDS CORP.        ,1/26/2016,8436,1/12/2016,3/4/2016,886,"$14,338",65.96,None
4380,CHARLES JACQUIN ET CIE INC ,1/30/2016,8404,1/10/2016,3/9/2016,597,"$6,532",32.66,None
1392,CONSTELLATION BRANDS INC   ,1/30/2016,8419,1/11/2016,3/1/2016,24638,"$161,291",758.07,None
90047,CRUSH WINES                ,1/27/2016,8420,1/11/2016,3/2/2016,520,"$4,392",20.2,None
2242,DELICATO VINEYARDS INC     ,1/31/2016,8437,1/12/2016,3/4/2016,2537,"$20,427",100.09,None
1590,DIAGEO CHATEAU ESTATE WINES,1/31/2016,8484,1/15/2016,3/8/2016,2403,"$16,110",87,None
3960,DIAGEO NORTH AMERICA INC   ,1/26/2016,8459,1/13/2016,2/27/2016,76438,"$545,477",2672.84,Frank Delahunt
2555,DISARONNO INTERNATIONAL LLC,1/28/2016,8485,1/15/2016,3/9/2016,1000,"$8,298",45.64,None
2450,DJINN SPIRITS LLC          ,2/2/2016,8460,1/13/2016,3/2/2016,6,$129,0.7,None
2496,DUGGANS DISTILLED PRODUCTS ,1/25/2016,8421,1/11/2016,3/2/2016,89,"$1,484",8.02,None
17037,Dunn Wine Brokers          ,1/25/2016,8422,1/11/2016,3/11/2016,30,$607,2.91,None
3252,E & J GALLO WINERY         ,1/25/2016,8438,1/12/2016,3/12/2016,23396,"$156,914",847.34,None
2561,EDRINGTON AMERICAS         ,1/30/2016,8486,1/15/2016,3/7/2016,689,"$20,850",100.08,None
1655,FABRIZIA SPIRITS LLC       ,1/28/2016,8439,1/12/2016,3/3/2016,96,$829,4.47,None
17031,FLAG HILL WINERY & VINEYARD,1/28/2016,8470,1/14/2016,3/11/2016,243,"$4,202",23.11,None
90011,FORTUNE WINE BROKERS LLC   ,1/31/2016,8471,1/14/2016,3/12/2016,24,$223,1.18,None
9744,FREDERICK WILDMAN & SONS   ,1/30/2016,8440,1/12/2016,3/4/2016,1952,"$24,450",134.48,None
90051,FULCHINO VINEYARD INC      ,1/30/2016,8423,1/11/2016,3/1/2016,23,$315,1.54,None
90052,HAUNTING WHISPER VYDS      ,1/30/2016,8441,1/12/2016,3/8/2016,12,$94,0.52,None
3924,HEAVEN HILL DISTILLERIES   ,1/26/2016,8472,1/14/2016,3/6/2016,4301,"$33,870",182.9,None
3950,"HOOD RIVER DISTILLERS, Inc.",1/26/2016,8442,1/12/2016,3/5/2016,1,$23,0.12,None
90053,INCREDIBREW INC            ,1/26/2016,8473,1/14/2016,2/28/2016,36,$313,1.72,None
17032,JEWELL TOWNE VINEYARDS     ,1/27/2016,8424,1/11/2016,2/28/2016,209,"$1,895",8.72,None
12546,JIM BEAM BRANDS COMPANY    ,1/28/2016,8443,1/12/2016,3/4/2016,52651,"$314,119",1602.01,Frank Delahunt
4550,KLIN SPIRITS LLC           ,2/1/2016,8474,1/14/2016,3/11/2016,76,"$1,069",5.56,None
4692,KOBRAND CORPORATION        ,2/1/2016,8461,1/13/2016,3/9/2016,1516,"$15,167",81.9,None
90032,LABELLE VYDS AND WINERY    ,1/30/2016,8425,1/11/2016,3/1/2016,85,$927,4.45,None
4848,LAIRD & CO                 ,1/30/2016,8444,1/12/2016,3/10/2016,194,"$1,339",7.1,None
4950,LATITUDE BEVERAGE COMPANY  ,1/31/2016,8405,1/10/2016,3/10/2016,811,"$4,628",24.53,None
8352,LUXCO INC                  ,1/27/2016,8445,1/12/2016,2/27/2016,3942,"$26,348",137.01,None
9552,M S WALKER INC             ,1/30/2016,8462,1/13/2016,3/8/2016,19097,"$161,003",772.82,None
10000,MAJESTIC FINE WINES        ,1/29/2016,8406,1/10/2016,3/6/2016,1879,"$14,255",71.28,None
5455,MARSALLE COMPANY           ,2/2/2016,8463,1/13/2016,3/10/2016,104,"$2,614",12.03,None
4425,MARTIGNETTI COMPANIES ,1/30/2016,8475,1/14/2016,3/6/2016,92,"$1,041",5.62,None
4425,MARTIGNETTI COMPANIES,1/25/2016,8426,1/11/2016,3/13/2016,28747,"$326,842",1568.84,Frank Delahunt
5992,MCCORMICK DISTILLING CO    ,1/26/2016,8464,1/13/2016,2/26/2016,428,"$3,873",17.43,None
6213,MHW LTD                    ,2/2/2016,8446,1/12/2016,2/27/2016,1747,"$34,590",155.66,None
5612,MILTONS DISTRIBUTING CO    ,1/31/2016,8476,1/14/2016,3/13/2016,1,$4,0.02,None
8112,MOET HENNESSY USA INC      ,1/28/2016,8407,1/10/2016,3/13/2016,2687,"$59,738",316.61,None
6215,MOONLIGHT MEADERY          ,1/31/2016,8487,1/15/2016,3/2/2016,96,$887,4.7,None
6355,NICHE W & S                ,1/28/2016,8477,1/14/2016,2/25/2016,236,"$1,297",6.62,None
6359,OLE SMOKY DISTILLERY LLC   ,2/1/2016,8488,1/15/2016,3/7/2016,151,"$2,172",10.86,None
6785,PALM BAY INTERNATIONAL INC ,1/31/2016,8478,1/14/2016,2/27/2016,3982,"$27,284",147.34,None
10754,PERFECTA WINES             ,2/1/2016,8408,1/10/2016,3/6/2016,7735,"$83,238",457.81,None
17035,PERNOD RICARD USA          ,1/30/2016,8489,1/15/2016,3/9/2016,16159,"$212,926",1107.22,None
9206,PHILLIPS PRODUCTS CO.      ,1/31/2016,8409,1/10/2016,2/28/2016,998,"$5,246",25.7,None
7153,PINE STATE TRADING CO      ,2/1/2016,8490,1/15/2016,2/26/2016,6330,"$41,293",222.98,None
90027,POVERTY LANE ORCHARDS      ,1/31/2016,8447,1/12/2016,2/27/2016,36,$265,1.35,None
7154,PREMIER DISTRIBUTORS       ,2/2/2016,8410,1/10/2016,3/11/2016,87,"$1,351",7.16,None
7240,"PREMIUM PORT WINES, INC.   ",1/30/2016,8411,1/10/2016,3/8/2016,112,$799,3.84,None
7245,PROXIMO SPIRITS INC.       ,1/28/2016,8491,1/15/2016,3/11/2016,7786,"$84,160",446.05,None
7255,PSP WINES ,2/2/2016,8427,1/11/2016,2/26/2016,191,"$1,370",6.3,None
7239,REMY COINTREAU USA INC     ,1/30/2016,8448,1/12/2016,3/6/2016,977,"$21,894",98.52,None
8004,SAZERAC CO INC             ,2/1/2016,8492,1/15/2016,3/13/2016,18286,"$112,394",606.93,None
660,SAZERAC NORTH AMERICA INC. ,1/25/2016,8465,1/13/2016,3/4/2016,6006,"$43,952",215.36,None
17033,SEA BREEZE CELLARS LLC     ,1/25/2016,8466,1/13/2016,2/29/2016,24,$177,0.83,None
8150,SEA HAGG DISTILLERY LLC    ,1/31/2016,8412,1/10/2016,2/26/2016,41,$467,2.34,None
98450,Serralles Usa LLC          ,1/27/2016,8428,1/11/2016,3/13/2016,129,"$1,939",9.11,None
8320,SHAW ROSS INT L IMP LTD    ,1/28/2016,8493,1/15/2016,3/5/2016,1108,"$9,848",48.25,None
3089,SIDNEY FRANK IMPORTING CO  ,1/25/2016,8449,1/12/2016,3/1/2016,2741,"$21,504",118.27,None
2000,SOUTHERN WINE & SPIRITS NE ,1/31/2016,8450,1/12/2016,3/8/2016,6006,"$52,102",265.72,None
653,STATE WINE & SPIRITS   ,1/25/2016,8494,1/15/2016,3/1/2016,1612,"$14,907",68.57,None
8673,STE MICHELLE WINE ESTATES  ,1/26/2016,8479,1/14/2016,3/11/2016,5103,"$37,314",201.49,None
12331,STELLAR IMPORTING CO LLC   ,1/25/2016,8413,1/10/2016,3/1/2016,12,$114,0.57,None
8664,"STOLI GROUP,(USA) LLC      ",1/25/2016,8467,1/13/2016,3/4/2016,2111,"$30,380",142.79,None
8735,SURVILLE ENTERPRISES CORP  ,2/2/2016,8468,1/13/2016,3/5/2016,65,$491,2.31,None
90056,SWEET BABY VINEYARD        ,2/2/2016,8429,1/11/2016,2/25/2016,116,$973,4.48,None
8920,TAKARA SAKE USA INC        ,1/31/2016,8451,1/12/2016,3/1/2016,145,$840,4.2,None
28776,TALL SHIP DISTILLERY LLC   ,1/29/2016,8452,1/12/2016,3/4/2016,12,$260,1.32,None
173357,TAMWORTH DISTILLING        ,1/28/2016,8414,1/10/2016,2/26/2016,12,$232,1.09,None
90017,THE IMPORTED GRAPE LLC     ,1/26/2016,8495,1/15/2016,3/10/2016,36,$318,1.59,None
9819,TREASURY WINE ESTATES      ,2/1/2016,8453,1/12/2016,2/27/2016,5585,"$32,421",152.38,None
8892,TRINCHERO FAMILY ESTATES   ,1/29/2016,8415,1/10/2016,3/3/2016,5329,"$33,618",174.81,None
9260,TY KU LLC                  ,2/2/2016,8480,1/14/2016,3/2/2016,12,$77,0.38,None
9165,ULTRA BEVERAGE COMPANY LLP ,1/29/2016,8481,1/14/2016,2/26/2016,14792,"$209,202",1046.01,None
9751,VINEDREA WINES LLC         ,1/29/2016,8454,1/12/2016,3/9/2016,6,$136,0.68,None
90010,VINEXTRA INC               ,2/1/2016,8416,1/10/2016,2/27/2016,100,$996,4.78,None
1587,VINEYARD BRANDS INC        ,2/2/2016,8430,1/11/2016,3/7/2016,1638,"$11,823",57.93,None
90024,VINILANDIA USA             ,1/26/2016,8431,1/11/2016,2/27/2016,659,"$5,842",29.21,None
1601,VRANKEN AMERICA            ,1/30/2016,8417,1/10/2016,3/7/2016,41,$804,3.86,None
9622,WEIN BAUER INC             ,1/29/2016,8482,1/14/2016,3/10/2016,42,$801,4.33,None
9625,WESTERN SPIRITS BEVERAGE CO,1/26/2016,8418,1/10/2016,3/1/2016,183,"$3,042",16.73,None
3664,WILLIAM GRANT & SONS INC   ,2/1/2016,8432,1/11/2016,3/1/2016,4286,"$63,009",321.35,None
9815,WINE GROUP INC             ,1/27/2016,8455,1/12/2016,3/12/2016,12967,"$78,708",425.02,None
90058,ZORVINO VINEYARDS          ,1/25/2016,8496,1/15/2016,3/6/2016,58,$474,2.18,None
1703,ALISA CARR BEVERAGES           ,2/1/2016,8547,1/20/2016,3/8/2016,25,"$1,025",5.02,None
4466,AMERICAN VINTAGE BEVERAGE  ,2/4/2016,8532,1/19/2016,3/15/2016,79,$740,3.48,None
388,ATLANTIC IMPORTING COMPANY ,2/3/2016,8497,1/17/2016,3/8/2016,83,"$2,029",9.53,None
480,BACARDI USA INC            ,2/2/2016,8548,1/20/2016,3/19/2016,20647,"$215,769",1165.15,None
516,BANFI PRODUCTS CORP        ,2/6/2016,8570,1/21/2016,3/20/2016,5023,"$35,385",162.77,None
2396,BLACK PRINCE DISTILLERY INC,2/7/2016,8533,1/19/2016,3/10/2016,48,$420,1.93,None
1265,BLACK ROCK SPIRITS LLC     ,2/1/2016,8571,1/21/2016,3/18/2016,4,$56,0.26,None
1003,BRONCO WINE COMPANY        ,2/6/2016,8572,1/21/2016,3/4/2016,6,$36,0.17,None
1128,BROWN-FORMAN CORP          ,2/6/2016,8517,1/18/2016,3/15/2016,23217,"$335,056",1708.78,Frank Delahunt
1189,BULLY BOY DISTILLERS       ,2/2/2016,8518,1/18/2016,3/8/2016,17,$375,1.99,None
1273,CALEDONIA SPIRITS INC      ,2/1/2016,8589,1/22/2016,3/6/2016,6,$176,0.79,None
11567,CAMPARI AMERICA            ,2/2/2016,8534,1/19/2016,3/19/2016,5981,"$38,873",182.7,None
90046,CANDIA VINEYARDS           ,2/6/2016,8535,1/19/2016,3/15/2016,48,$635,3.49,None
1439,CAPSTONE INTERNATIONAL     ,2/1/2016,8519,1/18/2016,3/3/2016,4,$55,0.27,None
1485,CASTLE BRANDS CORP.        ,2/2/2016,8520,1/18/2016,3/12/2016,1374,"$22,801",120.85,None
2876,CENTEUR IMPORTS LLC        ,2/7/2016,8521,1/18/2016,3/14/2016,34,$245,1.25,None
4380,CHARLES JACQUIN ET CIE INC ,2/6/2016,8549,1/20/2016,3/15/2016,921,"$7,765",39.6,None
1650,Circa Wines                ,2/7/2016,8590,1/22/2016,3/10/2016,104,"$1,230",6.27,None
1392,CONSTELLATION BRANDS INC   ,2/3/2016,8522,1/18/2016,3/14/2016,41912,"$263,882",1372.19,Frank Delahunt
90047,CRUSH WINES                ,2/2/2016,8523,1/18/2016,3/17/2016,421,"$4,873",23.39,None
2242,DELICATO VINEYARDS INC     ,2/2/2016,8573,1/21/2016,3/19/2016,2735,"$21,353",104.63,None
1590,DIAGEO CHATEAU ESTATE WINES,2/6/2016,8574,1/21/2016,3/16/2016,2435,"$17,119",90.73,None
3960,DIAGEO NORTH AMERICA INC   ,2/3/2016,8575,1/21/2016,3/6/2016,94829,"$823,879",4531.33,Frank Delahunt
2555,DISARONNO INTERNATIONAL LLC,2/5/2016,8536,1/19/2016,3/18/2016,1300,"$12,482",68.65,None
2450,DJINN SPIRITS LLC          ,2/3/2016,8498,1/17/2016,3/3/2016,12,$200,0.9,None
2496,DUGGANS DISTILLED PRODUCTS ,2/8/2016,8499,1/17/2016,3/20/2016,119,"$2,042",9.39,None
17037,Dunn Wine Brokers          ,2/9/2016,8524,1/18/2016,3/11/2016,1220,"$14,108",70.54,None
3252,E & J GALLO WINERY         ,2/7/2016,8537,1/19/2016,3/8/2016,30013,"$205,883",1132.36,None
2561,EDRINGTON AMERICAS         ,2/1/2016,8591,1/22/2016,3/17/2016,765,"$42,239",219.65,None
1655,FABRIZIA SPIRITS LLC       ,2/3/2016,8550,1/20/2016,3/5/2016,256,"$2,296",11.25,None
17031,FLAG HILL WINERY & VINEYARD,2/8/2016,8500,1/17/2016,3/14/2016,348,"$5,256",27.86,None
90011,FORTUNE WINE BROKERS LLC   ,2/7/2016,8576,1/21/2016,3/16/2016,125,"$1,093",5.14,None
9744,FREDERICK WILDMAN & SONS   ,2/4/2016,8551,1/20/2016,3/6/2016,3096,"$26,112",125.34,None
90051,FULCHINO VINEYARD INC      ,2/9/2016,8501,1/17/2016,3/9/2016,50,$547,2.46,None
90052,HAUNTING WHISPER VYDS      ,2/7/2016,8538,1/19/2016,3/13/2016,1,$8,0.04,None
3924,HEAVEN HILL DISTILLERIES   ,2/6/2016,8525,1/18/2016,3/12/2016,3828,"$35,863",175.73,None
3950,"HOOD RIVER DISTILLERS, Inc.",2/5/2016,8502,1/17/2016,3/17/2016,49,$919,4.14,None
90053,INCREDIBREW INC            ,2/5/2016,8552,1/20/2016,3/20/2016,12,$104,0.48,None
17032,JEWELL TOWNE VINEYARDS     ,2/7/2016,8577,1/21/2016,3/18/2016,193,"$1,664",9.15,None
12546,JIM BEAM BRANDS COMPANY    ,2/2/2016,8503,1/17/2016,3/8/2016,73562,"$403,519",1856.19,Frank Delahunt
4550,KLIN SPIRITS LLC           ,2/1/2016,8504,1/17/2016,3/5/2016,104,"$1,418",7.09,None
4692,KOBRAND CORPORATION        ,2/8/2016,8578,1/21/2016,3/9/2016,2689,"$28,016",126.07,None
90032,LABELLE VYDS AND WINERY    ,2/6/2016,8526,1/18/2016,3/12/2016,224,"$2,406",12.99,None
4848,LAIRD & CO                 ,2/4/2016,8505,1/17/2016,3/19/2016,265,"$2,168",11.71,None
4950,LATITUDE BEVERAGE COMPANY  ,2/5/2016,8527,1/18/2016,3/12/2016,992,"$5,553",28.88,None
8352,LUXCO INC                  ,2/2/2016,8592,1/22/2016,3/20/2016,4057,"$25,458",114.56,None
9552,M S WALKER INC             ,2/1/2016,8553,1/20/2016,3/13/2016,25902,"$195,041",877.69,None
10000,MAJESTIC FINE WINES        ,2/3/2016,8579,1/21/2016,3/9/2016,3659,"$31,968",150.25,None
5270,MANGO BOTTLING INC         ,2/8/2016,8539,1/19/2016,3/14/2016,2,$15,0.07,None
5455,MARSALLE COMPANY           ,2/1/2016,8528,1/18/2016,3/10/2016,102,"$2,766",12.45,None
4425,MARTIGNETTI COMPANIES ,2/2/2016,8540,1/19/2016,3/16/2016,183,"$1,959",9.21,None
4425,MARTIGNETTI COMPANIES,2/9/2016,8529,1/18/2016,3/5/2016,38833,"$447,992",2463.96,Frank Delahunt
5992,MCCORMICK DISTILLING CO    ,2/1/2016,8554,1/20/2016,3/8/2016,414,"$3,467",15.6,None
6213,MHW LTD                    ,2/5/2016,8555,1/20/2016,3/12/2016,3144,"$36,052",187.47,None
5612,MILTONS DISTRIBUTING CO    ,2/1/2016,8580,1/21/2016,3/10/2016,108,$778,4.2,None
8112,MOET HENNESSY USA INC      ,2/6/2016,8506,1/17/2016,3/10/2016,12437,"$244,562",1198.35,None
6215,MOONLIGHT MEADERY          ,2/8/2016,8556,1/20/2016,3/9/2016,112,"$1,002",5.51,None
6355,NICHE W & S                ,2/7/2016,8593,1/22/2016,3/10/2016,126,$839,4.28,None
6359,OLE SMOKY DISTILLERY LLC   ,2/9/2016,8581,1/21/2016,3/18/2016,153,"$2,197",11.42,None
6785,PALM BAY INTERNATIONAL INC ,2/9/2016,8582,1/21/2016,3/18/2016,4824,"$32,656",173.08,None
10754,PERFECTA WINES             ,2/7/2016,8594,1/22/2016,3/16/2016,12895,"$126,699",646.16,None
17035,PERNOD RICARD USA          ,2/6/2016,8507,1/17/2016,3/9/2016,19883,"$280,481",1542.64,Frank Delahunt
9206,PHILLIPS PRODUCTS CO.      ,2/2/2016,8557,1/20/2016,3/19/2016,756,"$5,576",30.67,None
7153,PINE STATE TRADING CO      ,2/7/2016,8558,1/20/2016,3/7/2016,11032,"$80,596",435.22,None
90027,POVERTY LANE ORCHARDS      ,2/7/2016,8559,1/20/2016,3/3/2016,177,"$1,331",6.52,None
7154,PREMIER DISTRIBUTORS       ,2/1/2016,8583,1/21/2016,3/12/2016,130,"$1,991",10.95,None
7240,"PREMIUM PORT WINES, INC.   ",2/8/2016,8560,1/20/2016,3/5/2016,122,$904,4.25,None
7245,PROXIMO SPIRITS INC.       ,2/9/2016,8595,1/22/2016,3/13/2016,10260,"$115,111",587.06,None
7255,PSP WINES ,2/5/2016,8541,1/19/2016,3/6/2016,416,"$3,247",17.21,None
7749,R.P.IMPORTS INC            ,2/4/2016,8508,1/17/2016,3/18/2016,27,$601,2.82,None
7239,REMY COINTREAU USA INC     ,2/6/2016,8542,1/19/2016,3/4/2016,1561,"$33,811",185.96,None
10050,Russian Standard Vodka     ,2/4/2016,8509,1/17/2016,3/14/2016,57,$542,2.6,None
8004,SAZERAC CO INC             ,2/1/2016,8561,1/20/2016,3/15/2016,21868,"$175,127",945.69,None
660,SAZERAC NORTH AMERICA INC. ,2/1/2016,8562,1/20/2016,3/16/2016,7050,"$51,868",238.59,None
17033,SEA BREEZE CELLARS LLC     ,2/1/2016,8563,1/20/2016,3/3/2016,89,"$1,101",6.05,None
8150,SEA HAGG DISTILLERY LLC    ,2/2/2016,8596,1/22/2016,3/11/2016,120,"$1,804",8.66,None
98450,Serralles Usa LLC          ,2/2/2016,8597,1/22/2016,3/6/2016,122,"$1,693",9.31,None
8320,SHAW ROSS INT L IMP LTD    ,2/4/2016,8530,1/18/2016,3/4/2016,1228,"$9,950",47.76,None
3089,SIDNEY FRANK IMPORTING CO  ,2/2/2016,8584,1/21/2016,3/16/2016,2860,"$25,914",139.94,None
28750,SMOKY QUARTZ DISTILLERY LLC,2/7/2016,8543,1/19/2016,3/17/2016,9,$187,0.9,None
2000,SOUTHERN WINE & SPIRITS NE ,2/2/2016,8598,1/22/2016,3/8/2016,11024,"$108,236",562.83,None
8663,STAR INDUSTRIES INC.       ,2/3/2016,8564,1/20/2016,3/17/2016,13,$213,1.15,None
653,STATE WINE & SPIRITS   ,2/4/2016,8585,1/21/2016,3/19/2016,3876,"$36,782",187.59,None
8673,STE MICHELLE WINE ESTATES  ,2/8/2016,8565,1/20/2016,3/20/2016,11430,"$71,159",348.68,None
12331,STELLAR IMPORTING CO LLC   ,2/9/2016,8510,1/17/2016,3/5/2016,26,$243,1.09,None
8664,"STOLI GROUP,(USA) LLC      ",2/3/2016,8511,1/17/2016,3/16/2016,3060,"$50,682",238.21,None
8735,SURVILLE ENTERPRISES CORP  ,2/4/2016,8586,1/21/2016,3/19/2016,54,$294,1.61,None
90056,SWEET BABY VINEYARD        ,2/9/2016,8599,1/22/2016,3/19/2016,636,"$5,402",25.93,None
172662,SWEETWATER FARM         ,2/9/2016,8544,1/19/2016,3/5/2016,6,$116,0.62,None
8920,TAKARA SAKE USA INC        ,2/6/2016,8531,1/18/2016,3/10/2016,186,$835,4.34,None
28776,TALL SHIP DISTILLERY LLC   ,2/5/2016,8545,1/19/2016,3/8/2016,1,$22,0.12,None
90017,THE IMPORTED GRAPE LLC     ,2/2/2016,8512,1/17/2016,3/3/2016,33,$127,0.58,None
9819,TREASURY WINE ESTATES      ,2/7/2016,8600,1/22/2016,3/10/2016,15535,"$91,556",421.16,None
8892,TRINCHERO FAMILY ESTATES   ,2/8/2016,8566,1/20/2016,3/13/2016,6435,"$40,265",181.19,None
9165,ULTRA BEVERAGE COMPANY LLP ,2/2/2016,8513,1/17/2016,3/13/2016,25423,"$337,492",1552.46,Frank Delahunt
6280,UNCORKED       ,2/3/2016,8546,1/19/2016,3/11/2016,2,$22,0.11,None
9751,VINEDREA WINES LLC         ,2/5/2016,8514,1/17/2016,3/3/2016,22,$500,2.45,None
90010,VINEXTRA INC               ,2/3/2016,8567,1/20/2016,3/11/2016,205,"$2,841",12.78,None
1587,VINEYARD BRANDS INC        ,2/3/2016,8587,1/21/2016,3/16/2016,1903,"$14,676",73.38,None
90024,VINILANDIA USA             ,2/1/2016,8588,1/21/2016,3/9/2016,607,"$5,536",28.24,None
1601,VRANKEN AMERICA            ,2/1/2016,8601,1/22/2016,3/17/2016,69,"$1,409",6.34,None
90057,WALPOLE MTN VIEW WINERY    ,2/6/2016,8515,1/17/2016,3/7/2016,34,$409,1.96,None
9622,WEIN BAUER INC             ,2/8/2016,8568,1/20/2016,3/13/2016,22,$420,2.27,None
9625,WESTERN SPIRITS BEVERAGE CO,2/2/2016,8569,1/20/2016,3/15/2016,852,"$9,750",49.72,None
